count,sendLat,sendLon,receiveLat,receiveLon
1,47.83855, 16.2474316,53.5563757, 10.0226233
1,48.00849239999999, 16.2552558,53.10675800000001, 8.852039999999999
1,48.1548429, 14.0112978,49.8672694, 8.6381765
1,48.1548429, 14.0112978,52.411708, 12.5369419
1,48.1581335, 16.3818151,52.4543245, 13.2934768
2,48.1581335, 16.3818151,52.5373728, 13.6059983
1,48.1648481, 16.3740426,51.963581, 7.6132548
3,48.1648481, 16.3740426,52.517883, 13.3936551
3,48.1986546, 16.3684626,48.14966, 11.5678602
1,48.1986546, 16.3684626,48.4222305, 9.955582
1,48.1986546, 16.3684626,48.78164719999999, 9.1724985
3,48.1986546, 16.3684626,50.7800778, 6.065686899999999
2,48.1986546, 16.3684626,50.9745958, 11.3290373
4,48.1986546, 16.3684626,52.5125322, 13.3269446
1,48.1986546, 16.3684626,52.517883, 13.3936551
2,48.1986546, 16.3684626,53.5403186, 10.0050323
1,48.2012533, 16.3651029,51.05301499999999, 13.74248
1,48.2012533, 16.3651029,52.5087871, 13.328079
1,48.2012533, 16.3651029,52.55803390000001, 13.4393842
2,48.2012533, 16.3651029,53.5674536, 10.0315569
2,48.2018433, 16.3848833,47.98887, 7.8721
1,48.2018433, 16.3848833,48.146002, 11.567606
1,48.2018433, 16.3848833,49.458789, 11.1085029
1,48.2018433, 16.3848833,50.978381, 11.331502
1,48.2018433, 16.3848833,51.332716, 12.366783
1,48.2018433, 16.3848833,52.516729, 13.4036657
1,48.2018433, 16.3848833,53.57066469999999, 9.9986033
1,48.2048619, 16.3722642,49.458789, 11.1085029
3,48.2048619, 16.3722642,50.9478634, 6.9609627
1,48.208361, 16.3823507,50.9745958, 11.3290373
1,48.208361, 16.3823507,51.3385738, 12.3784615
2,48.208361, 16.3823507,52.5087871, 13.328079
4,48.21318549999999, 16.3600504,48.1504827, 11.5802362
1,48.21318549999999, 16.3600504,48.5294782, 9.043773999999999
4,48.21318549999999, 16.3600504,49.4191402, 8.670249199999999
1,48.21318549999999, 16.3600504,49.8938345, 10.886138
3,48.21318549999999, 16.3600504,50.1270675, 8.6677635
5,48.21318549999999, 16.3600504,51.3385738, 12.3784615
1,48.21318549999999, 16.3600504,51.5408116, 9.9374005
7,48.21318549999999, 16.3600504,51.963581, 7.6132548
1,48.21318549999999, 16.3600504,52.0367238, 8.4952413
3,48.21318549999999, 16.3600504,52.4010314, 13.0119098
22,48.21318549999999, 16.3600504,52.4543245, 13.2934768
1,48.21318549999999, 16.3600504,52.5125322, 13.3269446
21,48.21318549999999, 16.3600504,52.517883, 13.3936551
1,48.21318549999999, 16.3600504,53.10675800000001, 8.852039999999999
10,48.21318549999999, 16.3600504,53.5665641, 9.984619499999999
1,48.21318549999999, 16.3600504,54.3460549, 10.1147022
1,48.21342749999999, 16.4084666,49.48371059999999, 8.4622333
2,48.21342749999999, 16.4084666,50.9281625, 6.9288193
3,48.21342749999999, 16.4084666,52.4543245, 13.2934768
3,48.21342749999999, 16.4084666,52.517883, 13.3936551
1,48.2138999, 15.6318955,48.09693799999999, 11.532199
1,48.2138999, 15.6318955,48.7420025, 9.1007593
2,48.2138999, 15.6318955,49.8672694, 8.6381765
1,48.2138999, 15.6318955,50.9847913, 11.0414951
3,48.2138999, 15.6318955,51.0522304, 13.7600904
2,48.2138999, 15.6318955,52.5373728, 13.6059983
1,48.2138999, 15.6318955,53.5563757, 10.0226233
1,48.2191963, 16.4033427,52.38879499999999, 13.116662
2,48.2191963, 16.4033427,52.4932009, 13.5254933
2,48.2196989, 16.3515215,47.9935441, 7.845949599999999
1,48.2196989, 16.3515215,48.14966, 11.5678602
2,48.2196989, 16.3515215,48.1504827, 11.5802362
3,48.2196989, 16.3515215,49.2550284, 7.040975
7,48.2196989, 16.3515215,49.4191402, 8.670249199999999
1,48.2196989, 16.3515215,50.5804673, 8.6771403
2,48.2196989, 16.3515215,50.7267715, 7.0865227
2,48.2196989, 16.3515215,50.9281625, 6.9288193
2,48.2196989, 16.3515215,51.02927340000001, 13.7289964
1,48.2196989, 16.3515215,51.1888113, 6.794503
1,48.2196989, 16.3515215,51.4521763, 7.3570572
1,48.2196989, 16.3515215,51.4861319, 11.9695315
1,48.2196989, 16.3515215,51.5408116, 9.9374005
2,48.2196989, 16.3515215,51.963581, 7.6132548
2,48.2196989, 16.3515215,52.4543245, 13.2934768
1,48.2196989, 16.3515215,53.839027, 10.708696
1,48.2266205, 16.3488829,52.4854412, 13.3378513
6,48.2365448, 16.337579,48.14966, 11.5678602
3,48.2365448, 16.337579,48.7117184, 9.211793
2,48.2365448, 16.337579,52.5125322, 13.3269446
1,48.2365448, 16.337579,52.517883, 13.3936551
1,48.23928309999999, 16.3773241,48.409, 9.997426
1,48.23928309999999, 16.3773241,52.4932009, 13.5254933
1,48.25442229999999, 16.4316619,52.3549237, 9.801524100000002
2,48.2942221, 16.3809957,47.9809637, 7.892723900000001
1,48.2972328, 14.2733199,52.4543245, 13.2934768
1,48.3036115, 14.2916436,48.5294782, 9.043773999999999
1,48.3036115, 14.2916436,51.963581, 7.6132548
1,48.305847, 14.2893048,52.4010314, 13.0119098
1,48.305847, 14.2893048,52.5087871, 13.328079
1,48.305847, 14.2893048,52.55803390000001, 13.4393842
2,48.3076144, 14.3047467,50.9281625, 6.9288193
2,48.3112427, 14.2689553,53.57066469999999, 9.9986033
1,48.336614, 14.319305,52.4543245, 13.2934768
2,48.40872, 15.5880216,48.8295332, 12.9545917
1,48.40872, 15.5880216,51.49791, 10.80951
1,46.6103274, 14.3304032,56.1681384, 10.2030118
2,46.6103274, 14.3304032,56.1930661, 10.1815055
2,47.0693, 15.4097888,55.3689827, 10.4282364
2,47.0693, 15.4097888,55.6820505, 12.5762122
3,47.0777872, 15.4499126,55.3689827, 10.4282364
4,47.0777872, 15.4499126,56.1681384, 10.2030118
2,47.082634, 15.4339869,55.488183, 8.488979
1,47.2533719, 11.3952919,55.488183, 8.488979
4,47.2533719, 11.3952919,55.697737, 12.558154
2,47.2533719, 11.3952919,55.707354, 9.517514199999999
2,47.26303619999999, 11.3844528,55.6802303, 12.5724096
1,47.26335419999999, 11.3838006,55.65320699999999, 12.1407801
2,47.26335419999999, 11.3838006,55.6802303, 12.5724096
7,47.26335419999999, 11.3838006,55.681611, 12.529679
6,47.26335419999999, 11.3838006,56.1681384, 10.2030118
3,47.26905199999999, 11.398186,55.3689827, 10.4282364
3,47.26905199999999, 11.398186,56.1681384, 10.2030118
1,47.26905199999999, 11.398186,56.1930661, 10.1815055
2,47.4067642, 9.744422300000002,55.4881195, 9.4823798
1,47.4067642, 9.744422300000002,55.697737, 12.558154
3,47.583807, 12.1736679,55.3689827, 10.4282364
1,47.583807, 12.1736679,57.0161621, 9.993686799999999
3,47.7926778, 13.0541664,55.4397849, 11.5575087
1,47.79722959999999, 13.0479826,55.6802303, 12.5724096
1,47.8295268, 16.5337338,55.4397849, 11.5575087
1,47.8295268, 16.5337338,55.697737, 12.558154
3,47.83855, 16.2474316,55.3689827, 10.4282364
1,48.1548429, 14.0112978,55.3689827, 10.4282364
1,48.1548429, 14.0112978,55.65963499999999, 12.590958
6,48.1548429, 14.0112978,56.1681384, 10.2030118
4,48.1648481, 16.3740426,55.707354, 9.517514199999999
2,48.1986546, 16.3684626,55.6802303, 12.5724096
5,48.1986546, 16.3684626,55.7855742, 12.521381
1,48.1986546, 16.3684626,56.1681384, 10.2030118
3,48.1986546, 16.3684626,57.0145665, 9.9818527
2,48.2012533, 16.3651029,55.6815553, 12.6036984
1,48.208361, 16.3823507,55.48628309999999, 9.480381399999999
4,48.208361, 16.3823507,55.6815553, 12.6036984
2,48.21318549999999, 16.3600504,55.65320699999999, 12.1407801
26,48.21318549999999, 16.3600504,55.6802303, 12.5724096
4,48.21318549999999, 16.3600504,55.681611, 12.529679
1,48.21318549999999, 16.3600504,55.7855742, 12.521381
9,48.21318549999999, 16.3600504,56.1681384, 10.2030118
13,48.21342749999999, 16.4084666,55.681611, 12.529679
2,48.21342749999999, 16.4084666,56.1681384, 10.2030118
2,48.2196989, 16.3515215,55.6802303, 12.5724096
2,48.2196989, 16.3515215,56.1681384, 10.2030118
1,48.2266205, 16.3488829,55.65320699999999, 12.1407801
1,48.2266205, 16.3488829,56.1681384, 10.2030118
18,48.2365448, 16.337579,55.6802303, 12.5724096
2,48.2365448, 16.337579,56.1681384, 10.2030118
1,48.2942221, 16.3809957,55.488183, 8.488979
3,48.2942221, 16.3809957,55.6642848, 12.5361401
4,48.2942221, 16.3809957,56.1930661, 10.1815055
1,48.2972328, 14.2733199,55.6642848, 12.5361401
1,48.3112427, 14.2689553,55.68169140000001, 12.6061998
1,48.336614, 14.319305,55.7855742, 12.521381
5,46.6103274, 14.3304032,59.39586429999999, 24.6710168
1,47.0691371, 15.4503154,59.44250099999999, 24.7410441
2,47.583807, 12.1736679,59.39586429999999, 24.6710168
1,47.583807, 12.1736679,59.432164, 24.7566379
8,48.1548429, 14.0112978,59.39586429999999, 24.6710168
1,48.2012533, 16.3651029,59.44250099999999, 24.7410441
4,48.21318549999999, 16.3600504,59.438742, 24.771645
1,48.21342749999999, 16.4084666,59.432164, 24.7566379
3,48.2365448, 16.337579,58.3884883, 26.6969618
2,48.2972328, 14.2733199,59.438742, 24.771645
2,48.336614, 14.319305,59.39586429999999, 24.6710168
2,48.40872, 15.5880216,59.39586429999999, 24.6710168
2,46.6081879, 14.2892942,41.5019255, 2.1048538
1,46.6103274, 14.3304032,37.2703682, -6.9229835
1,46.6103274, 14.3304032,41.386608, 2.16402
2,46.616079, 14.2652899,37.2703682, -6.9229835
3,46.616079, 14.2652899,37.8881751, -4.7793835
2,46.616079, 14.2652899,38.3852446, -0.5143160999999999
2,46.616079, 14.2652899,40.5466983, -3.6943619
3,46.616079, 14.2652899,41.5019255, 2.1048538
3,46.616079, 14.2652899,42.1697632, -8.6845784
5,46.616079, 14.2652899,43.3309433, -2.9678921
1,47.0691371, 15.4503154,28.0991889, -15.4199187
2,47.0691371, 15.4503154,37.1839398, -3.6010182
3,47.0691371, 15.4503154,37.2703682, -6.9229835
2,47.0691371, 15.4503154,39.4807985, -0.3406299
1,47.0691371, 15.4503154,41.388004, 2.1132804
1,47.0691371, 15.4503154,41.6420639, -0.9015065
1,47.0691371, 15.4503154,42.8014994, -1.6597421
2,47.0691371, 15.4503154,43.3617187, -5.846269800000001
1,47.0691371, 15.4503154,43.369464, -8.4199065
2,47.0691371, 15.4503154,43.4717039, -3.8019738
4,47.0693, 15.4097888,39.4793254, -0.3593863
3,47.0693, 15.4097888,39.4807985, -0.3406299
2,47.0693, 15.4097888,40.4427194, -3.718373699999999
1,47.0693, 15.4097888,40.5053847, -3.3353374
3,47.0693, 15.4097888,41.6420639, -0.9015065
1,47.07225649999999, 15.4499422,40.4091305, -3.694401999999999
2,47.0777872, 15.4499126,28.0991889, -15.4199187
1,47.0777872, 15.4499126,36.5376145, -6.3004959
9,47.0777872, 15.4499126,37.1839398, -3.6010182
3,47.0777872, 15.4499126,37.3561138, -5.937404799999999
2,47.0777872, 15.4499126,37.3807579, -5.9912307
3,47.0777872, 15.4499126,39.4791979, -6.3451947
6,47.0777872, 15.4499126,39.4793254, -0.3593863
1,47.0777872, 15.4499126,39.641222, 2.645559
3,47.0777872, 15.4499126,39.9945711, -0.0689003
1,47.0777872, 15.4499126,40.4295813, -3.7114248
4,47.0777872, 15.4499126,40.4454368, -3.7299424
3,47.0777872, 15.4499126,40.5053847, -3.3353374
1,47.0777872, 15.4499126,40.5466983, -3.6943619
3,47.0777872, 15.4499126,40.9613376, -5.666925099999999
1,47.0777872, 15.4499126,41.3789689, 2.179794100000001
4,47.0777872, 15.4499126,41.386608, 2.16402
4,47.0777872, 15.4499126,41.411921, 2.13122
4,47.0777872, 15.4499126,41.5019255, 2.1048538
1,47.0777872, 15.4499126,41.6420639, -0.9015065
2,47.0777872, 15.4499126,41.6569271, -4.7140547
1,47.0777872, 15.4499126,42.1697632, -8.6845784
1,47.0777872, 15.4499126,42.8885225, -8.5449726
2,47.0777872, 15.4499126,43.4717039, -3.8019738
1,47.0797409, 15.4665653,36.7199506, -4.4160927
2,47.0797409, 15.4665653,40.4454368, -3.7299424
1,47.0797409, 15.4665653,40.9631732, -5.6669304
2,47.0797409, 15.4665653,41.386608, 2.16402
3,47.0797409, 15.4665653,41.405999, 2.123337
2,47.0797409, 15.4665653,43.3309433, -2.9678921
1,47.0821029, 15.4379865,37.7885415, -3.7776546
2,47.082634, 15.4339869,28.0991889, -15.4199187
4,47.082634, 15.4339869,37.2703682, -6.9229835
3,47.082634, 15.4339869,41.386608, 2.16402
2,47.082634, 15.4339869,41.5019255, 2.1048538
3,47.2339377, 9.590126399999999,37.2703682, -6.9229835
1,47.2533719, 11.3952919,36.8295744, -2.4058553
2,47.2533719, 11.3952919,39.4702244, -0.3804569
2,47.26303619999999, 11.3844528,28.0991889, -15.4199187
3,47.26303619999999, 11.3844528,36.5376145, -6.3004959
4,47.26303619999999, 11.3844528,37.3807579, -5.9912307
2,47.26303619999999, 11.3844528,37.8881751, -4.7793835
3,47.26303619999999, 11.3844528,38.274814, -0.6839758
2,47.26303619999999, 11.3844528,39.547283, -0.386805
2,47.26303619999999, 11.3844528,41.5019255, 2.1048538
2,47.26303619999999, 11.3844528,41.6569271, -4.7140547
2,47.26303619999999, 11.3844528,43.3309433, -2.9678921
7,47.26335419999999, 11.3838006,37.1839398, -3.6010182
1,47.26335419999999, 11.3838006,37.2703682, -6.9229835
3,47.26335419999999, 11.3838006,37.3561138, -5.937404799999999
6,47.26335419999999, 11.3838006,37.3807579, -5.9912307
1,47.26335419999999, 11.3838006,38.3852446, -0.5143160999999999
3,47.26335419999999, 11.3838006,39.4793254, -0.3593863
2,47.26335419999999, 11.3838006,39.547283, -0.386805
4,47.26335419999999, 11.3838006,40.31705720000001, -3.7274678
1,47.26335419999999, 11.3838006,40.4295813, -3.7114248
1,47.26335419999999, 11.3838006,40.4427194, -3.718373699999999
4,47.26335419999999, 11.3838006,40.4454368, -3.7299424
2,47.26335419999999, 11.3838006,40.4486372, -3.7192798
1,47.26335419999999, 11.3838006,40.5466983, -3.6943619
1,47.26335419999999, 11.3838006,41.386608, 2.16402
4,47.26335419999999, 11.3838006,41.6569271, -4.7140547
2,47.26335419999999, 11.3838006,42.6122612, -5.5603698
1,47.26335419999999, 11.3838006,42.8014994, -1.6597421
1,47.26335419999999, 11.3838006,42.8885225, -8.5449726
2,47.26335419999999, 11.3838006,43.3309433, -2.9678921
4,47.26335419999999, 11.3838006,43.3617187, -5.846269800000001
2,47.26335419999999, 11.3838006,43.369464, -8.4199065
1,47.26905199999999, 11.398186,37.1839398, -3.6010182
2,47.26905199999999, 11.398186,40.3731136, -3.9190341
2,47.26905199999999, 11.398186,40.4295813, -3.7114248
2,47.26905199999999, 11.398186,41.386608, 2.16402
2,47.26905199999999, 11.398186,41.5019255, 2.1048538
2,47.26905199999999, 11.398186,41.9857028, 2.8272011
2,47.2722287, 11.3876452,39.4702244, -0.3804569
2,47.3847372, 15.0930201,41.388004, 2.1132804
2,47.3847372, 15.0930201,42.6122612, -5.5603698
1,47.4067642, 9.744422300000002,39.4807985, -0.3406299
2,47.4067642, 9.744422300000002,40.4454368, -3.7299424
1,47.583807, 12.1736679,37.1839398, -3.6010182
4,47.583807, 12.1736679,37.7885415, -3.7776546
2,47.583807, 12.1736679,39.4793254, -0.3593863
3,47.583807, 12.1736679,40.31705720000001, -3.7274678
2,47.583807, 12.1736679,41.409934, 2.126379
1,47.583807, 12.1736679,41.6569271, -4.7140547
2,47.583807, 12.1736679,42.797263, -1.6321518
1,47.72336, 13.0871409,28.0991889, -15.4199187
1,47.72336, 13.0871409,38.3852446, -0.5143160999999999
