Institutional code,Name of Organisation,Country,City,coordinates
F  PAU23,LYCÉE SAINT-CRICQ,FR,PAU,"(43.2996144, -0.3595387)"
F  PAU24,LYCEE POLYVALENT PRIVE JEAN CASSAIGNE,FR,SAINT PIERRE DU MONT,"(43.8742994, -0.4950383)"
F  PAUILLA01,LYCEE ODILON REDON,FR,PAUILLAC,"(45.1942004, -0.7488733999999999)"
F  PERIGUE10,ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DU PERIGORD,FR,COULOUNIEIX-CHAMIERS,"(45.17466899999999, 0.698947)"
F  PERIGUE11,LYCEE TECHNOLOGIQUE HOTELIER CCI DORDOGNE,FR,BOULAZAC,"(45.1799305, 0.7764517)"
F  PERIGUE12,LYCEE ALBERT CLAVEILLE,FR,PERIGUEUX,"(45.1897786, 0.7137627999999999)"
F  PERPIGN01,UNIVERSITE DE PERPIGNAN VIA DOMITIA,FR,PERPIGNAN CEDEX 9,"(42.6820428, 2.8988733)"
F  PERPIGN03,LYCÉE JEAN LURÇAT,FR,PERPIGNAN,"(42.691059, 2.9086364)"
F  PERPIGN06,LYCÉE PRIVE NOTRE DAME DE BON SECOURS,FR,PERPIGNAN CEDEX,"(42.6916558, 2.8835294)"
F  PERPIGN12,LYCEE LEON BLUM,FR,PERPIGNAN cedex,"(42.6776332, 2.9055332)"
F  PERPIGN13,IMERIR,FR,Perpignan,"(42.6745017, 2.8477759)"
F  PERPIGN14,CENTRE DE FORMATION D'APPRENTIS DE LA CHAMBRE DE COMMERCE ET D'INDUSTRIE DE PERPIGNAN,FR,PERPIGNAN,"(42.6974569, 2.8906555)"
F  PERPIGN15,INSTITUT RÉGIONAL DU TRAVAIL SOCIAL - LANGUEDOC-ROUSSILLON,FR,PERPIGNAN,"(42.6942299, 2.924308)"
F  PERPIGN16,IDEM ENSEIGNEMENT SUPERIEUR,FR,LE SOLER,"(42.6789096, 2.7918338)"
F  PERPIGN17,LYCEE FRANCOIS ARAGO,FR,PERPIGNAN,"(42.6950739, 2.8861538)"
F  PERPIGN18,LYCÉE ARISTIDE MAILLOL,FR,PERPIGNAN,"(42.7173668, 2.8861113)"
F  PETIT-B01,"LGT ""LES DROITS DE L'HOMME""",FR,PETIT-BOURG,"(16.2009131, -61.5918003)"
F  PEZENAS01,LYCEE POLYVALENT JEAN MOULIN - PEZENAS,FR,PEZENAS,"(43.4586246, 3.4166141)"
F  PIRAE01,LYCEE AORAI,FR,PIRAE TAHITI,"(-17.5664687, -149.5872474)"
F  POINT-P05,UNIVERSITE DES ANTILLES ET DE LA GUYANE,FR,97157-POINTE- A -PITRE CEDEX,"(16.2376869, -61.5340424)"
F  POITIER01,UNIVERSITE DE POITIERS ,FR,Poitiers,"(46.58569809999999, 0.3457981)"
F  POITIER04,LYCÉE ALIÉNOR D'AQUITAINE DE POITIERS,FR,POITIERS CEDEX,"(46.5885145, 0.3658798)"
F  POITIER05,ECOLE NATIONALE SUPERIEURE DE MECANIQUE ET D'AEROTECHNIQUE,FR,FUTUROSCOPE CHASSENEUIL,"(46.66132520000001, 0.3613693)"
F  POITIER06,I.U.F.M. POITOU - CHARENTES,FR,POITIERS,"(46.56656539999999, 0.3861953)"
F  POITIER07,ESCEM - ECOLE SUPERIEURE DE COMMERCE ET DE MANAGEMENT,FR,POITIERS,"(47.3654934, 0.7050884000000001)"
F  POITIER12,IRTS POITOU-CHARENTES,FR,POITIERS,"(46.577988, 0.3302523)"
F  POITIER28,CFA CCIV CENTRE DE FORMATION D'APPRENTIS DE LA CHAMBRE DE COMMERCE ET D'INDUSTRIE DE LA VIENNE,FR,POITIERS CEDEX,"(46.6561852, 0.3634476)"
F  POITIER29,CESMD DE POITOU-CHARENTES,FR,POITIERS,"(46.5879018, 0.3396845)"
F  POITIER30,INSTITUT DE FORMATION EN SOINS INFIRMIERS POITIERS ,FR,POITIERS CÉDEX,"(46.5570901, 0.3845398)"
F  POLIGNY01,LYCÉE HYACINTHE FRIANT,FR,POLIGNY,"(46.8347625, 5.7088023)"
F  POLIGNY04,ENILBIO POLIGNY-EPLEFPA,FR,POLIGNY CEDEX,"(46.8344059, 5.7048554)"
F  PONT-AB01,LYCEE DES METIERS SAINT GABRIEL,FR,PONT L'ABBE,"(47.8631964, -4.217364)"
F  PONTARL02,LYCÉE XAVIER MARMIER,FR,PONTARLIER,"(46.914443, 6.351096)"
F  PONTIVY03,LYCEE JEANNE D'ARC.SAINT-IVY,FR,PONTIVY,"(48.0713118, -2.9593563)"
F  PONTOIS03,"ESCIA, ÉCOLE SUPÉRIEURE DE GESTION ET DE FINANCE",FR,Pontoise,"(49.0433285, 2.0827359)"
F  PRIVAS02,LYCEE POLYVALENT VINCENT D'INDY,FR,PRIVAS,"(44.7299942, 4.5939786)"
F  QUESSOY01,LYCÉE LA VILLE DAVY ,FR,QUESSOY,"(48.4258456, -2.6670059)"
F  QUIMPER05,LYCÉE LE LIKES,FR,QUIMPER,"(48.0004383, -4.1014533)"
F  QUIMPER11,LYCÉE DE L'HORTICULTURE ET DU PAYSAGE (L.H.P.) DE KERBERNEZ,FR,PLOMELIN,"(47.944302, -4.129731)"
F  QUIMPER12,CFA CHAMBRE DE METIERS DU FINISTÈRE,FR,QUIMPER,"(48.0057757, -4.0767168)"
F  REDON03,E.S.L.I. ECOLE SUPERIEURE DE LOGISTIQUE INDUSTRIELLE,FR,REDON CEDEX,"(47.6456189, -2.0898766)"
F  REDON04,CITÉ SCOLAIRE BEAUMONT,FR,REDON CEDEX,"(47.6548037, -2.093507)"
F  REIMS01,UNIVERSITE DE REIMS CHAMPAGNE-ARDENNE,FR,REIMS,"(49.2559131, 4.0408547)"
F  REIMS06,REIMS MANAGEMENT SCHOOL,FR,REIMS Cedex,"(49.23894500000001, 4.003196)"
F  REIMS09,INSTITUT REGIONAL DU TRAVAIL SOCIAL DE CHAMPAGNE ARDENNE,FR,REIMS,"(49.2311387, 4.0023846)"
F  REIMS16,IUFM DE L'ACADEMIE DE REIMS,FR,REIMS CÉDEX 2,"(49.2325327, 4.0696919)"
F  REIMS18,LYCEE HUGUES LIBERGIER,FR,REIMS CEDEX,"(49.2510195, 4.0276586)"
F  REIMS23,ECOLE SUPERIEURE D'ART ET DE DESIGN DE REIMS,FR,Reims,"(49.2522443, 4.0295985)"
F  RENNES01,UNIVERSITE DE RENNES I ,FR,RENNES,"(48.1159299, -1.67296)"
F  RENNES02,UNIVERSITE RENNES II,FR,RENNES,"(48.1196346, -1.7022114)"
F  RENNES06,LYCÉE JEAN MACÉ RENNES,FR,RENNES CEDEX 7,"(48.11722839999999, -1.6712361)"
F  RENNES09,ECOLE NATIONALE SUPERIEURE DE CHIMIE DE RENNES,FR,RENNES,"(48.117732, -1.633959)"
F  RENNES10,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE RENNES,FR,RENNES cedex,"(48.12085219999999, -1.635663)"
F  RENNES14,ECOLE DES HAUTES ETUDES EN SANTE PUBLIQUE EHESP,FR,Rennes,"(48.1171286, -1.7036962)"
F  RENNES15,I.U.F.M. DE BRETAGNE,FR,Rennes,"(48.12101699999999, -1.686759)"
F  RENNES16,ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE BRETAGNE ,FR, RENNES CEDEX,"(48.1194488, -1.6834885)"
F  RENNES22,LYCEE TECHNIQUE PRIVE JEANNE D'ARC,FR,RENNES Cedex 7,"(48.119837, -1.653976)"
F  RENNES23,LYCEE TECHNIQUE PRIVE DE LA SALLE - RENNES,FR,RENNES CEDEX 7,"(48.1251041, -1.6683401)"
F  RENNES24,Centre de Formation Pedagogique Saint Melaine ,FR,RENNES Cedex,"(48.1254353, -1.6651237)"
F  RENNES27,GROUPE  ECOLE SUPERIEURE DE COMMERCE DE RENNES,FR,RENNES CEDEX,"(48.1280271, -1.6927846)"
F  RENNES28,INSTITUT D'ETUDES POLITIQUES DE RENNES ,FR,RENNES,"(48.1212264, -1.6682428)"
F  RENNES30,ECOLE LOUIS DE BROGLIE,FR,BRUZ,"(48.046942, -1.7431758)"
F  RENNES32,ECOLE NATIONALE DE LA STATISTIQUE ET DE L'ANALYSE DE L'INFORMATION,FR,Bruz,"(48.05066189999999, -1.741843)"
F  RENNES39,CONSERVATOIRE À RAYONNEMENT RÉGIONAL DE RENNES - MUSIQUE. DANSE. THÉÂTRE,FR,RENNES,"(48.1142304, -1.6765705)"
F  RENNES43,IRTS DE BRETAGNE - INSTITUT REGIONAL DU TRAVAIL SOCIAL DE BRETAGNE,FR,RENNES CEDEX,"(48.117266, -1.6777926)"
F  RENNES44,LYCEE Polyvalent Professionnel Saint Etienne,FR,Cesson -Sevigne  Cedex,"(31.9602584, 5.333196099999999)"
F  RENNES45,INSTITUT DE FORMATION EN ERGOTHÉRAPIE. RENNES,FR,RENNES,"(48.1250221, -1.6972871)"
F  RENNES46,IFMK RENNES,FR,RENNES,"(48.1250221, -1.6972871)"
F  RENNES47,AGROCAMPUS OUEST,FR,RENNES CEDEX,"(48.1135487, -1.706322)"
F  RENNES48,IFAG RENNES,FR,RENNES CEDEX,"(48.0907894, -1.631338)"
F  RENNES49,ECOLE EUROPÉENNE SUPÉRIEURE D'ART DE BRETAGNE,FR,RENNES,"(48.11468199999999, -1.6772004)"
F  RENNES50,LYCÉE BRÉQUIGNY,FR,RENNES,"(48.0849976, -1.6913718)"
F  RENNES51,EPLEFPA THÉODORE MONOD RENNES LE RHEU,FR,LE RHEU ,"(48.10053629999999, -1.806149)"
F  RETHEL01,ETABLISSEMENT PUBLIC D'ENSEIGNEMENT AGRICOLE,FR,RETHEL,"(49.525401, 4.372155)"
F  ROANNE01,LYCEE ALBERT THOMAS,FR,ROANNE,"(46.0440762, 4.0751982)"
F  ROCH-MO01,LYCÉE PROFESSIONNEL AGRICOLE,FR,ROCHEFORT-MONTAGNE,"(45.6855528, 2.8024203)"
F  RODEZ01,LEGT MONTEIL,FR,RODEZ,"(44.3562283, 2.572444)"
F  RODEZ09,EGC RODEZ,FR,Rodez,"(44.3592206, 2.5580147)"
F  RODEZ10,INSTITUT DE FORMATION EN SOINS INFIRMIERS DU CENTRE HOSPITALIER DE RODEZ,FR,RODEZ,"(44.3597156, 2.5554387)"
F  ROMBAS01,LYCÉE J.DAUBIÉ ROMBAS,FR,ROMBAS,"(49.2507481, 6.0990628)"
F  ROUBAIX03,ECOLE NATIONALE SUPERIEURE DES ARTS ET INDUSTRIES TEXTILES,FR,ROUBAIX,"(50.6945551, 3.1682361)"
F  ROUBAIX09,ECOLE SUPERIEURE DES ARTS APPLIQUES ET DU TEXTILE DE ROUBAIX,FR,ROUBAIX,"(50.69562519999999, 3.168031)"
F  ROUEN01,UNIVERSITÉ DE ROUEN,FR,MONT SAINT AIGNAN,"(49.4583047, 1.0688892)"
F  ROUEN06,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE ROUEN,FR,MONT SAINT AIGNAN CEDEX,"(49.4583047, 1.0688892)"
F  ROUEN07,ECOLE SUPERIEURE D'INGENIEURS EN GENIE ELECTRIQUE,FR,Saint-Etienne du Rouvray Cedex,"(49.3832749, 1.0768848)"
F  ROUEN09,ROUEN BUSINESS SCHOOL,FR,Mont Saint Aignan cedex,"(49.4630756, 1.0638471)"
F  ROUEN19,ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE NORMANDIE ,FR,DARNETAL,"(49.43838590000001, 1.1364689)"
F  ROUEN22,ESITPA - ECOLE D'INGENIEURS EN AGRICULTURE ,FR,MONT SAINT AIGNAN CEDEX,"(49.4674539, 1.072567)"
F  ROUEN28,ADSCI ASSOCIATION POUR LE DÉVELOPPEMENT SOCIAL & CULTUREL INTERNATIONAL,FR,CANTELEU,"(49.443528, 1.0156926)"
F  ROUEN29,LYCEE LES TOURELLES,FR,ROUEN,"(49.4505551, 1.0926577)"
F  ROUEN30,LYCÉE GEORGES BAPTISTE,FR,CANTELEU,"(49.4431312, 1.0185761)"
F  ROUEN31,LYCEE LA VALLÉE DU CAILLY,FR,DEVILLE LES ROUEN,"(49.46332020000001, 1.0434245)"
F  ROUEN32,LYCEE VAL DE SEINE,FR,LE GRAND QUEVILLY,"(49.3989298, 1.0356285)"
F  ROUEN33,ESADHAR ÉCOLE SUPÉRIEURE D'ART ET DESIGN LE HAVRE-ROUEN,FR,ROUEN,"(49.448166, 1.1371038)"
F  ROUEN34,LYCÉE GUSTAVE FLAUBERT,FR,ROUEN,"(49.4510622, 1.1220588)"
F  ROUEN35,LPP SAINTE THÉRÈSE,FR,MAROMME,"(49.48529449999999, 1.0439177)"
F  ROUEN36,LYCÉE D'ENSEIGNEMENT GÉNÉRAL ET TECHNOLOGIQUE JEANNE D'ARC,FR,ROUEN,"(49.4444771, 1.108506)"
F  ROUEN37,INSTITUT RÉGIONAL DE FORMATION SANITAIRE ET SOCIALE DE  HAUTE-NORMANDIE PICARDIE,FR,BOIS GUILLAUME,"(49.4816955, 1.1090797)"
F  ROUFFA02,ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT AGRICOLE ROUFFACH,FR,ROUFFACH,"(47.9547309, 7.301242900000001)"
F  SABL-SA01,LYCÉE COLBERT DE TORCY,FR,SABLÉ SUR SARTHE,"(47.838355, -0.3415278)"
F  SAINT-D01,INSTITUT NATIONAL DU PATRIMOINE,FR,PARIS,"(48.866447, 2.3389347)"
F  SALON-P01,ÉCOLE DE L'AIR,FR,SALON AIR,"(43.6245884, 5.1115137)"
F  SALON-P03,LYCÉE GÉNÉRAL ET TECHNOLOGIQUE ADAM DE CRAPONNE,FR,SALON DE PROVENCE,"(43.6354591, 5.0983851)"
F  SALON-P06,LYCÉE SAINT JEAN,FR,SALON DE PROVENCE,"(43.640653, 5.0820737)"
F  SARREGU02,LYCÉE JEAN DE PANGE,FR,SARREGUEMINES,"(49.1081138, 7.0642787)"
F  SAUMUR02,LYCÉE SAINT LOUIS,FR,SAUMUR,"(47.258385, -0.0847004)"
F  SAVERNE02,LYCEE DU HAUT-BARR,FR,SAVERNE,"(48.7312839, 7.352119399999999)"
F  SCEAUX01,EPF ECOLE D'INGENIEURS,FR,SCEAUX,"(48.77890590000001, 2.3026367)"
F  SEDAN01,LYCÉE PIERRE BAYLE,FR,SEDAN,"(49.694944, 4.943735999999999)"
F  SEDAN02,LYCEE POLYVALENT DE BAZEILLES,FR,08207 SEDAN CEDEX,"(49.67910999999999, 4.9821067)"
F  SELESTA03,LEGT DOCTEUR KOEBERLE,FR,SELESTAT  ,"(48.263585, 7.455859800000001)"
F  SENS04,ECOLE DE GESTION ET DE COMMERCE DE L'YONNE,FR,SENS,"(48.2000001, 3.3189655)"
F  SETE02,LYCÉE JOLIOT CURIE DE SÈTE,FR,SÈTE,"(43.3962311, 3.6665154)"
F  SETE04,LYCEE SAINT JOSEPH SETE,FR,SETE,"(43.4036324, 3.6933037)"
F  SEVRES03,LYCÉE JEAN PIERRE VERNANT,FR,SÈVRES,"(48.8253036, 2.2106476)"
F  SOPHIA01,SKEMA BUSINESS SCHOOL,FR,SOPHIA ANTIPOLIS CEDEX,"(43.613063, 7.056227)"
F  SOTTEVI02,LYCEE LES BRUYERES,FR,SOTTEVILLE LES ROUEN,"(49.4123776, 1.0746418)"
F  SOURS01,EPLEFPA CHARTRES,FR,SOURS,"(48.40421500000001, 1.553363)"
F  ST-ANDR02,LYCÉE MAHATMA GANDHI,FR,SAINT ANDRE,"(-20.9758159, 55.6517923)"
F  ST-BENO02,INSTITUT REGIONAL DU TRAVAIL SOCIAL DE LA RÉUNION,FR,SAINT BENOÎT - ILE DE LA RÉUNION,"(-21.0313215, 55.7148542)"
F  ST-BRIE12,LYCEE MARIE BALAVENNE - POLE ENSEIGNEMENT SUPERIEUR CATHOLIQUE DE SAINT BRIEUC,FR,SAINT BRIEUC CEDEX 1,"(48.511812, -2.775088)"
F  ST-BRIE13,LYCÉE PROFESSIONNEL JEAN MOULIN,FR,SAINT BRIEUC CEDEX3,"(48.5238181, -2.7884006)"
F  ST-CHAM01,LYCÉE CLAUDE LEBOIS,FR,ST CHAMOND,"(45.4671048, 4.5125641)"
F  ST-DENI01,UNIVERSITE DE LA REUNION ,FR,Saint-Denis Messag.9 cedex,"(-20.902714, 55.481468)"
F  ST-DENI02,MAISON D'EDUCATION DE LA LEGION D'HONNEUR,FR,SAINT-DENIS cedex 1,"(48.9347698, 2.3584472)"
F  ST-DENI03,ENSEMBLE SCOLAIRE JEAN-BAPTISTE DE LA SALLE NOTRE DAME DE LA COMPASSION,FR,SAINT DENIS,"(48.936181, 2.357443)"
F  ST-DENI12,LYCÉE DES METIERS DE L'HOTELLERIE ET DE LA RESTAURATION FRANÇOIS RABELAIS,FR,DUGNY,"(48.94909999999999, 2.416392)"
F  ST-DENI13,LYCÉE BELLEPIERRE,FR,SAINT DENIS CEDEX,"(-20.8954846, 55.4501034)"
F  ST-DENI14,LYCEE LECONTE DE LISLE,FR,SAINTE CLOTILDE,"(-20.887736, 55.4700266)"
F  ST-DIE03,LYCÉE POLYVALENT GEORGES BAUMONT,FR,SAINT-DIE-DES-VOSGES,"(48.2988775, 6.9472435)"
F  ST-DIZI01,LYCEE SAINT-EXUPERY,FR,SAINT-DIZIER,"(48.6417691, 4.965462)"
F  ST-DIZI04,ESTIC,FR,SAINT DIZIER,"(48.6387014, 4.9489923)"
F  STE-ADR01,LYCEE POLYVALENT JEANNE D'ARC,FR,SAINTE-ADRESSE,"(49.501871, 0.089656)"
F  STE-GEN01,LYCÉE ALBERT EINSTEIN,FR,STE GENEVIEVE DES BOIS,"(48.6370796, 2.3489811)"
F  STE-SEB01,LYCEE PRIVE SAINT PIERRE LA JOLIVERIE,FR,ST SEBASTIEN SUR LOIRE CEDEX,"(47.1900181, -1.5174597)"
F  ST-ETIE01,UNIVERSITE JEAN MONNET,FR,SAINT ETIENNE CEDEX 2,"(45.424622, 4.392984999999999)"
F  ST-ETIE05,ECOLE NATIONALE D'INGENIEURS DE SAINT-ETIENNE,FR,ST-ETIENNE cedex 2,"(45.4298189, 4.421446899999999)"
F  ST-ETIE06,ECOLE NATIONALE SUPERIEURE DES MINES DE SAINT-ETIENNE,FR,SAINT-ETIENNE CEDEX 2,"(45.422755, 4.408854)"
F  ST-ETIE08,ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE SAINT-ETIENNE,FR,SAINT ETIENNE CEDEX 01,"(45.4411369, 4.3813986)"
F  ST-ETIE13,LYCÉE SAINTE-BARBE,FR,SAINT-ETIENNE,"(45.42848499999999, 4.3889305)"
F  ST-ETIE15,LYCEE JEAN MONNET,FR,SAINT ETIENNE CEDEX 02,"(45.41761409999999, 4.408637000000001)"
F  ST-ETIE16,ECOLE SUPERIEURE D'ART ET DESIGN DE SAINT-ETIENNE,FR,SAINT-ETIENNE,"(45.450685, 4.385797)"
F  ST-ETIE17,GROUPE SCOLAIRE TEZENAS DU MONTCEL,FR,ST ETIENNE,"(45.4480424, 4.3810449)"
F  ST-ETIE18,GROUPE ECOLE SUPERIEURE DE COMMERCE DE SAINT ETIENNE,FR,SAINT-ETIENNE,"(45.4273606, 4.402663)"
F  ST-ETIE24, ECOLE SUPERIEURE H.E.C.I. SAINT LOUIS  ,FR,SAINT ETIENNE CEDEX 2,"(45.42848499999999, 4.3889305)"
F  ST-ETIE25,INSTITUT RURAL DE LA LOIRE,FR,SAINT ETIENNE,"(45.43685199999999, 4.4082729)"
F  ST-ETIE29,"CIDO, CENTRE INTERNATIONAL D'OSTÉOPATHIE",FR,SAINT ETIENNE,"(45.4432489, 4.4285721)"
F  ST-ETIE30,LYCÉE TECHNOLOGIQUE BENOÎT FOURNEYRON,FR,SAINT ETIENNE,"(45.4175141, 4.4211895)"
F  ST-GERM01,LYCÉE JEAN BAPTISTE POQUELIN,FR,SAINT GERMAIN EN LAYE,"(48.898908, 2.093761)"
F  ST-JEAN01,ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE (EPLEFPA) DE SAINT LÔ THÈRE ,FR,LE HOMMET D'ARTHENAY,"(49.172536, -1.175589)"
F  ST-LAUR02,LEGTA DU BALCON DES ARDENNES,FR,SAINT LAURENT,"(49.7642933, 4.7790281)"
F  ST-LAUR03,MFR ST LAURENT DE CHAMOUSSET,FR,ST LAURENT DE CHAMOUSSET,"(45.7370723, 4.468463499999999)"
F  ST-LIVR03,ETABLISSEMENT PUBLIC LOCAL D'ENSEIGNEMENT ET DE FORMATION PROFESSIONNELLE AGRICOLE DU LOT ET GARONNE (EPLEFPA 47),FR,SAINTE LIVRADE SUR LOT,"(44.4238948, 0.6050689)"
F  ST-LO05,GROUPE FIM (FORMATION DES CHAMBRES DE COMMERCE ET D'INDUSTRIE DE LA MANCHE),FR,SAINT-LO CEDEX,"(49.10803199999999, -1.057816)"
F  ST-MALO05,Ecole de Gestion et Commerce de Bretagne,FR,SAINT JOUAN DES GUERETS,"(48.6037429, -1.9802575)"
F  ST-MALO06,LYCÉE LES VERGERS ,FR,DOL-DE-BRETAGNE,"(48.552067, -1.752602)"
F  ST-MALO07,CENTRE DE FORMATION D'APPRENTIS DE LA CHAMBRE DE COMMERCE ET D'INDUSTRIE DU PAYS DE SAINT-MALO,FR,SAINT-JOUAN DES GUÉRÊTS,"(48.6037429, -1.9802575)"
F  ST-MALO08,OGEC ENSEMBLE LA MENNAIS LYCEES,FR,SAINT MALO,"(48.6465896, -2.027152)"
F  ST-MAND01,ECOLE NATIONALE DES SCIENCES GEOGRAPHIQUES,FR,Marne-la-Vallee Cedex 2,"(48.841023, 2.5873236)"
F  ST-MAUR06,LYCEE TEILHARD DE CHARDIN,FR,SAINT-MAUR CEDEX,"(48.8125855, 2.471718)"
F  ST-NAZA01,LYCEE ARISTIDE BRIAND     ,FR,SAINT NAZAIRE,"(47.2741293, -2.231401)"
F  ST-NAZA06,LYCÉE NOTRE DAME D'ESPÉRANCE,FR,SAINT-NAZAIRE,"(47.2746873, -2.2079308)"
F  ST-OUEN02,INSTITUT SUPERIEUR DE MECANIQUE DE PARIS - SUPMECA,FR,Saint-Ouen Cedex,"(48.9196702, 2.333239)"
F  ST-PALA01,INSTITUT JEAN ERRECART,FR,SAINT PALAIS,"(43.3274538, -1.0260128)"
F  ST-PAUL03,LYCEE HÔTELIER LA RENAISSANCE,FR,ST PAUL RÉUNION,"(-21.027165, 55.268915)"
F  ST-PAUL04,LYCÉE SAINT PAUL IV,FR,BDN SAINT PAUL,"(-20.9786049, 55.3162499)"
F  ST-POUA02,EPLEFPA DE L'AUBE,FR,ST POUANGE,"(48.237187, 4.046048)"
F  ST-QUEN12,LYCÉE CONDORCET,FR,SAINT QUENTIN,"(49.8605055, 3.2940005)"
F  STRASBO07,LYCÉE JEAN ROSTAND STRASBOURG,FR,STRASBOURG CEDEX,"(48.5824554, 7.7616964)"
F  STRASBO09,LYCÉE POLYVALENT ET TECHNOLOGIQUE LOUIS COUFFIGNAL,FR,STRASBOURG,"(48.5608722, 7.7483034)"
F  STRASBO12,ECOLE NATIONALE DU GENIE DE L'EAU ET DE L'ENVIRONNEMENT DE STRASBOURG,FR,STRASBOURG CEDEX,"(48.5849696, 7.758007800000001)"
F  STRASBO16,ECOLE NATIONALE SUPERIEURE D'ARCHITECTURE DE STRASBOURG ,FR,STRASBOURG,"(48.5858464, 7.737042599999999)"
F  STRASBO28,FONDATION PROVIDENCE DE RIBEAUVILLE - INSTITUTION SAINTE-CLOTILDE (LEGTP),FR,STRASBOURG,"(48.587478, 7.772402)"
F  STRASBO30,ECOLE SUPERIEURE EN TRAVAIL EDUCATIF ET SOCIAL,FR,STRASBOURG CEDEX,"(48.576731, 7.7529576)"
F  STRASBO31,INSTITUT NATIONAL DES SCIENCES APPLIQUEES DE STRASBOURG,FR,STRASBOURG CEDEX,"(48.5823052, 7.764898400000001)"
F  STRASBO45,LYCEE RENE CASSIN STRASBOURG,FR,STRASBOURG CEDEX,"(48.5826019, 7.7704602)"
F  STRASBO46,LYCEE HENRI MECK,FR,MOLSHEIM,"(48.53550990000001, 7.490697)"
F  STRASBO47,LYCEE LAZARE DE SCHWENDI,FR,INGERSHEIM,"(48.08993, 7.296293899999999)"
F  STRASBO48,UNIVERSITÉ DE STRASBOURG,FR,STRASBOURG CEDEX,"(48.5790692, 7.766454499999999)"
F  STRASBO49,ECOLE SUPÉRIEURE D'ART DRAMATIQUE DU THÉÂTRE NATIONAL DE STRASBOURG,FR,STRASBOURG,"(48.58605379999999, 7.7554528)"
F  STRASBO50,ECAM STRASBOURG-EUROPE,FR,SCHILTIGHEIM,"(48.609013, 7.7057)"
F  STRASBO51,HAUTE ÉCOLE DES ARTS DU RHIN,FR,STRASBOURG CEDEX,"(48.58237459999999, 7.7592779)"
F  STRASBO52,ORT STRASBOURG,FR,STRASBOURG,"(48.5905518, 7.7508009)"
F  STRASBO53,INSTITUT DE FORMATION EN SOINS INFIRMIERS HOPITAUX UNIVERSITAIRES DE STRASBOURG,FR,STRASBOURG CEDEX,"(48.6027757, 7.7878073)"
F  SURESNE04,LYCÉE PAUL LANGEVIN,FR,SURESNES,"(48.8770707, 2.2220948)"
F  SURESNE05,INS HEA- INSTITUT NATIONAL SUPÉRIEUR DE FORMATION ET DE RECHERCHE SUR LE HANDICAP ET LES ENSEIGNEMENTS ADAPTES,FR,SURESNES,"(48.868348, 2.213636)"
F  SURGERE02,ECOLE NATIONALE D'INDUSTRIE LAITIERE ET DES INDUSTRIES AGROALIMENTAIRES (ENILIA) DE SURGERES,FR,SURGERES,"(46.108006, -0.7706883)"
F  TAHITI01,UNIVERSITE DE LA POLYNESIE FRANCAISE,FR,Tahiti - Polynesie francaise,"(-17.576387, -149.608695)"
F  TALENCE06,INSTITUT POLYTECHNIQUE DE BORDEAUX,FR,TALENCE,"(44.8055716, -0.6051972)"
F  TALENCE07,LYCEE D'HOTELLERIE ET DE TOURISME DE BORDEAUX TALENCE,FR,TALENCE,"(44.79510519999999, -0.5937842)"
F  TALENCE08,LYCEE VICTOR LOUIS,FR,TALENCE,"(44.801738, -0.5928289999999999)"
F  TARBES01,LYCEE GENERAL ET TECHNOLOGIQUE MARIE CURIE,FR,TARBES,"(43.2222362, 0.07368559999999999)"
F  TARBES03,ECOLE NATIONALE D'INGENIEURS DE TARBES,FR,Tarbes Cedex,"(43.2249893, 0.05125159999999999)"
F  TARBES09,EPLEFPA VIC EN BIGORRE FRANCE,FR,VIC EN BIGORRE,"(43.3823216, 0.0465764)"
F  TARBES10,ECOLE DE GESTION ET DE COMMERCE TARBES-PYRÉNÉES,FR,TARBES,"(43.221457, 0.04479400000000001)"
F  TARBES11,CENTRE HOSPITALIER DE BIGORRE,FR,TARBES CEDEX 9,"(43.2206175, 0.0551684)"
F  THEZA02,LYCEE FEDERICA GARCIA LORCA,FR,THEZA,"(42.64569160000001, 2.9371381)"
F  THIERS01,LYCÉE JEAN ZAY,FR,THIERS,"(45.8642245, 3.530469)"
F  THIONVI04,INSTITUT DE FORMATION EN SOINS INFIRMIERS,FR,THIONVILLE,"(49.37242209999999, 6.1478953)"
F  THONON02,LYCEE JEANNE D'ARC,FR,THONON LES BAINS,"(46.37313460000001, 6.4840915)"
F  TOMBLAI02,LYCÉE ARTHUR VAROQUAUX,FR,TOMBLAINE  ,"(48.697447, 6.217874999999999)"
F  TOULON01,UNIVERSITE DU SUD TOULON-VAR ,FR,LA GARDE,"(43.1376525, 6.015092099999999)"
F  TOULON03,LYCEE ROUVIERE,FR,TOULON cedex,"(43.125332, 5.978458)"
F  TOULON10,LYCEE BONAPARTE,FR,TOULON,"(43.1257481, 5.926431)"
